line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
4603,1481,295,6.0,4,2888.32
4604,1482,720,227.0,3,2002.37
4605,1482,41,175.0,1,0.0
4606,1482,848,99.0,1,4816.22
4607,1482,190,20.0,1,2412.21
4608,1482,20,43.0,1,3091.89
4609,1483,225,90.0,1,1885.14
4610,1483,138,44.0,1,1524.5
4611,1483,973,23.0,4,1149.85
4612,1483,430,248.0,1,4662.23
4613,1483,675,56.0,1,1635.84
4614,1484,851,66.0,1,2396.31
4615,1484,401,181.0,2,1131.02
4616,1484,11,88.0,1,2883.59
4617,1484,205,217.0,2,2147.11
4618,1485,878,101.0,1,3382.82
4619,1485,806,132.0,3,617.6
4620,1486,730,102.0,1,4826.74
4621,1486,733,147.0,1,1975.99
4622,1486,120,198.0,1,2325.85
4623,1487,371,16.0,3,4757.56
4624,1487,433,92.0,1,3960.69
4625,1487,639,35.0,1,4103.01
4626,1487,485,281.0,2,4298.82
4627,1487,452,253.0,1,4990.13
4628,1488,631,93.0,4,984.49
4629,1488,43,157.0,1,1470.8
4630,1488,274,112.0,2,434.96
4631,1488,276,100.0,2,2170.58
4632,1488,514,5.0,3,2884.37
4633,1489,368,115.0,2,3874.92
4634,1489,388,143.0,1,2119.21
4635,1490,178,136.0,1,2602.8
4636,1490,65,173.0,1,0.0
4637,1490,233,160.0,4,4378.26
4638,1490,494,142.0,2,913.19
4639,1491,329,16.0,4,3036.86
4640,1491,596,218.0,1,2410.93
4641,1492,313,48.0,3,4239.83
4642,1493,228,134.0,3,2550.68
4643,1493,283,192.0,1,2312.33
4644,1493,85,179.0,4,3774.59
4645,1494,263,198.0,3,4252.94
4646,1494,774,34.0,1,2050.45
4647,1494,377,190.0,2,4417.23
4648,1494,837,30.0,4,3745.4
4649,1495,464,56.0,3,4626.29
4650,1495,12,232.0,4,1574.92
4651,1496,395,210.0,1,1485.78
4652,1496,771,116.0,3,214.67
4653,1496,723,260.0,1,2248.82
4654,1496,252,225.0,1,183.9
4655,1496,682,61.0,1,160.15
4656,1497,956,210.0,1,956.03
4657,1497,910,41.0,3,4560.56
4658,1497,630,259.0,1,3866.93
4659,1497,442,23.0,2,1129.25
4660,1497,397,104.0,3,3769.58
4661,1498,697,257.0,1,3497.06
4662,1498,775,161.0,3,0.0
4663,1498,818,154.0,2,4248.39
4664,1499,142,30.0,1,4150.76
4665,1499,269,39.0,4,2141.81
4666,1499,559,208.0,3,3429.83
4667,1499,401,35.0,1,974.75
4668,1499,412,7.0,1,2910.51
4669,1500,197,260.0,4,2927.7
4670,1500,860,274.0,4,446.46
4671,1500,953,214.0,1,2478.16
4672,1500,720,119.0,2,4830.59
4673,1501,93,273.0,3,3700.81
4674,1501,434,300.0,2,3073.19
4675,1501,299,274.0,1,199.52
4676,1501,704,121.0,1,4863.76
4677,1502,310,183.0,4,3477.03
4678,1502,794,13.0,4,3071.95
4679,1502,390,275.0,4,939.18
4680,1503,195,271.0,1,1870.93
4681,1503,167,142.0,2,1198.4
4682,1503,675,38.0,1,4068.03
4683,1503,478,2.0,4,602.65
4684,1504,650,113.0,3,4771.55
4685,1504,695,296.0,1,1751.51
4686,1504,885,129.0,1,559.63
4687,1504,904,261.0,4,4608.99
4688,1505,337,23.0,1,1038.58
4689,1506,488,211.0,1,4687.73
4690,1507,44,262.0,3,4405.19
4691,1507,645,33.0,4,205.66
4692,1507,466,212.0,1,2040.45
4693,1508,179,167.0,2,4172.97
4694,1508,771,75.0,1,0.0
4695,1508,529,289.0,4,3315.87
4696,1508,189,214.0,3,3175.16
4697,1508,553,57.0,1,2143.76
4698,1509,906,241.0,3,4299.97
4699,1509,416,271.0,3,705.54
4700,1509,137,29.0,1,1238.53
4701,1509,651,135.0,1,4971.61
4702,1509,288,195.0,2,1130.79
4703,1510,658,248.0,2,1703.34
4704,1510,922,151.0,1,0.0
4705,1511,306,208.0,1,3305.27
4706,1511,611,79.0,1,2948.56
4707,1512,470,136.0,2,1280.79
4708,1512,584,30.0,3,2055.09
4709,1513,625,67.0,3,3262.67
4710,1513,941,157.0,2,1249.3
4711,1514,361,130.0,2,1150.41
4712,1515,772,188.0,1,3514.57
4713,1515,798,204.0,2,3414.36
4714,1515,847,279.0,2,4209.98
4715,1515,151,231.0,1,1793.78
4716,1515,511,204.0,1,2612.97
4717,1516,156,19.0,1,4805.61
4718,1516,391,270.0,3,4043.65
4719,1516,418,297.0,2,2947.27
4720,1516,318,89.0,4,4092.15
4721,1517,767,268.0,1,4759.01
4722,1517,397,65.0,1,870.64
4723,1518,394,291.0,3,2020.87
4724,1519,418,79.0,1,986.26
4725,1519,603,126.0,4,3966.07
4726,1519,221,204.0,2,3769.9
4727,1519,570,95.0,4,2346.76
4728,1519,382,130.0,3,111.17
4729,1520,177,128.0,1,2640.12
4730,1520,917,102.0,4,4074.84
4731,1520,618,43.0,4,3742.88
4732,1520,159,34.0,1,0.0
4733,1520,297,238.0,2,295.87
4734,1521,151,156.0,4,3635.66
4735,1521,759,288.0,1,4271.89
4736,1521,73,264.0,1,0.0
4737,1521,832,278.0,4,2503.75
4738,1522,136,167.0,1,2977.61
4739,1522,853,69.0,3,1520.76
4740,1522,304,77.0,1,1681.06
4741,1522,57,118.0,4,954.12
4742,1523,584,52.0,3,4966.96
4743,1524,966,64.0,2,2815.56
4744,1524,938,279.0,4,4703.82
4745,1524,944,205.0,1,3262.72
4746,1524,547,186.0,1,4402.77
4747,1524,252,51.0,1,2270.42
4748,1525,441,148.0,4,1699.37
4749,1525,870,157.0,1,1582.62
4750,1525,503,115.0,2,646.55
4751,1525,988,161.0,1,3300.41
4752,1525,871,250.0,3,529.82
4753,1526,202,179.0,1,412.71
4754,1526,64,91.0,1,2124.27
4755,1526,990,298.0,1,775.73
4756,1526,612,99.0,1,2974.39
4757,1527,471,150.0,1,989.89
4758,1527,873,281.0,2,1411.56
4759,1528,1,273.0,2,0.0
4760,1528,426,33.0,1,3883.61
4761,1528,946,164.0,1,3474.55
4762,1528,79,17.0,4,402.9
4763,1528,941,45.0,4,4273.99
4764,1529,712,275.0,1,4807.02
4765,1529,608,98.0,2,438.36
4766,1529,995,285.0,2,233.35
4767,1529,814,278.0,2,2568.97
4768,1530,747,133.0,1,1638.76
4769,1531,736,59.0,4,1992.38
4770,1531,944,242.0,3,282.11
4771,1531,3,6.0,1,1461.03
4772,1532,327,9.0,2,630.29
4773,1532,780,279.0,1,3040.82
4774,1532,154,107.0,1,453.1
4775,1533,392,20.0,3,3856.28
4776,1533,245,283.0,4,1890.15
4777,1533,409,10.0,2,3160.29
4778,1533,676,200.0,3,0.0
4779,1533,330,195.0,1,3060.0
4780,1534,709,104.0,3,3561.01
4781,1534,740,102.0,1,1745.6
4782,1534,57,134.0,1,3044.26
4783,1535,516,221.0,4,4505.01
4784,1536,44,247.0,4,3613.18
4785,1536,993,60.0,1,3003.08
4786,1536,614,144.0,4,508.65
4787,1536,887,74.0,1,440.36
4788,1537,388,283.0,1,526.43
4789,1537,347,204.0,4,282.88
4790,1537,247,206.0,1,3307.79
4791,1537,34,81.0,2,4971.27
4792,1538,19,3.0,2,1168.16
4793,1538,488,142.0,3,4762.27
4794,1539,492,70.0,1,4324.54
4795,1539,941,148.0,1,445.64
4796,1539,400,124.0,1,4123.23
4797,1540,279,198.0,3,4388.18
4798,1540,418,167.0,1,4370.26
4799,1540,720,118.0,4,0.0
4800,1540,1000,273.0,1,732.45
4801,1540,309,284.0,1,692.21
4802,1541,7,24.0,1,4538.91
4803,1541,339,202.0,1,1997.19
4804,1541,245,66.0,3,4154.71
4805,1541,749,219.0,4,4441.14
4806,1542,858,5.0,1,3138.03
4807,1542,881,84.0,1,2953.88
4808,1542,61,69.0,1,3213.52
4809,1543,623,235.0,2,1727.88
4810,1544,583,57.0,3,3495.76
4811,1544,589,273.0,1,4847.42
4812,1544,441,178.0,1,708.59
4813,1545,957,139.0,2,3324.85
4814,1545,646,146.0,4,4761.51
4815,1545,766,146.0,4,4815.09
4816,1545,948,285.0,2,1164.39
4817,1546,646,199.0,4,647.84
4818,1547,645,144.0,2,2670.49
4819,1547,781,85.0,2,2020.78
4820,1547,612,253.0,2,789.57
4821,1548,323,209.0,3,1930.44
4822,1549,831,216.0,3,4209.76
4823,1550,459,78.0,1,1516.85
4824,1551,924,32.0,3,129.38
4825,1551,375,101.0,4,1857.57
4826,1551,698,46.0,1,385.87
4827,1551,434,27.0,3,4054.37
4828,1552,540,91.0,3,2881.8
4829,1552,262,167.0,2,421.51
4830,1552,315,192.0,3,2857.48
4831,1553,750,163.0,2,1108.28
4832,1553,712,235.0,3,2938.45
4833,1553,127,268.0,4,4671.2
4834,1554,545,153.0,3,2201.9
4835,1554,868,198.0,3,2924.65
4836,1554,907,165.0,1,2790.96
4837,1554,731,286.0,4,2499.74
4838,1554,472,239.0,3,0.0
4839,1555,791,244.0,1,4854.32
4840,1556,821,3.0,1,2733.2
4841,1556,826,184.0,1,2840.13
4842,1556,443,73.0,3,1247.38
4843,1556,707,68.0,4,3508.08
4844,1557,580,287.0,3,0.0
4845,1557,944,202.0,1,1644.69
4846,1558,386,132.0,4,4304.36
4847,1558,170,81.0,3,2393.32
4848,1558,230,23.0,4,4343.96
4849,1558,140,48.0,1,0.0
4850,1559,706,116.0,1,373.03
4851,1559,780,108.0,1,2605.52
4852,1559,985,268.0,2,2498.49
4853,1560,911,169.0,4,95.01
4854,1560,840,137.0,2,4316.99
4855,1561,130,165.0,3,335.02
4856,1561,447,103.0,4,3464.14
4857,1561,565,201.0,1,0.0
4858,1562,252,221.0,1,3383.5
4859,1562,641,239.0,1,4572.37
4860,1562,479,259.0,1,1058.57
4861,1563,978,244.0,3,2038.95
4862,1564,948,26.0,3,67.07
4863,1565,388,257.0,1,1708.54
4864,1565,816,19.0,2,719.6
4865,1566,811,253.0,2,3653.23
4866,1566,277,242.0,1,3393.22
4867,1566,801,215.0,2,2556.38
4868,1566,142,220.0,2,0.0
4869,1567,15,260.0,1,1263.3
4870,1567,679,206.0,2,3189.75
4871,1568,969,229.0,3,3658.2
4872,1568,274,106.0,2,2995.31
4873,1568,107,292.0,4,4630.29
4874,1569,767,39.0,4,4201.28
4875,1569,264,17.0,4,4573.78
4876,1569,604,7.0,4,4449.28
4877,1569,888,106.0,2,3006.22
4878,1570,844,110.0,3,3886.63
4879,1570,131,131.0,1,3739.24
4880,1571,104,299.0,1,549.18
4881,1571,721,53.0,4,4037.63
4882,1571,338,116.0,4,1477.17
4883,1571,258,230.0,1,70.21
4884,1572,760,271.0,1,730.48
4885,1572,721,82.0,2,4698.28
4886,1572,350,251.0,3,3589.91
4887,1572,66,65.0,4,3883.04
4888,1573,462,29.0,4,3232.65
4889,1573,338,198.0,4,4864.03
4890,1574,51,102.0,3,3502.77
4891,1574,715,156.0,2,2898.9
4892,1574,479,138.0,4,3017.32
4893,1574,401,219.0,1,3777.54
4894,1574,704,198.0,3,3136.48
4895,1575,905,227.0,4,0.0
4896,1575,158,278.0,1,2005.11
4897,1576,588,67.0,1,2115.05
4898,1577,102,230.0,3,1647.13
4899,1578,417,267.0,2,1686.19
4900,1578,970,183.0,3,1646.24
4901,1578,910,88.0,3,1792.72
4902,1578,261,26.0,3,0.0
4903,1578,396,212.0,4,2259.73
4904,1579,877,36.0,1,1491.29
4905,1579,425,78.0,3,1796.86
4906,1579,180,262.0,2,4314.8
4907,1579,603,73.0,4,2387.93
4908,1579,821,273.0,1,1047.88
4909,1580,18,240.0,4,3888.88
4910,1580,889,125.0,1,3664.44
4911,1580,419,137.0,1,275.63
4912,1580,158,88.0,1,2587.84
4913,1581,817,273.0,2,3670.04
4914,1582,32,35.0,4,3895.45
4915,1582,218,221.0,2,0.0
4916,1583,844,294.0,4,2404.37
4917,1584,139,137.0,2,1716.35
4918,1584,113,269.0,1,1844.76
4919,1584,14,104.0,2,1622.98
4920,1584,363,260.0,3,3771.37
4921,1585,587,114.0,2,2516.41
4922,1586,258,280.0,1,4446.94
4923,1586,47,86.0,1,3306.41
4924,1586,735,22.0,4,1292.32
4925,1586,821,271.0,1,4848.76
4926,1586,615,8.0,1,1694.01
4927,1587,196,288.0,2,810.15
4928,1587,762,272.0,3,3341.69
4929,1587,448,58.0,3,1844.74
4930,1587,673,136.0,2,380.13
4931,1588,739,66.0,1,1047.26
4932,1588,860,202.0,4,1634.0
4933,1588,714,292.0,4,4039.61
4934,1588,431,86.0,1,1261.23
4935,1588,995,280.0,3,204.08
4936,1589,734,215.0,4,3795.88
4937,1589,859,50.0,3,1498.05
4938,1589,870,206.0,3,0.0
4939,1589,187,44.0,4,1107.5
4940,1590,95,46.0,4,4620.45
4941,1590,480,75.0,4,2528.23
4942,1590,908,288.0,3,4125.48
4943,1591,425,215.0,4,2766.36
4944,1591,951,73.0,1,1216.05
4945,1591,226,296.0,3,639.28
4946,1592,156,293.0,1,1178.6
4947,1593,37,277.0,3,1615.97
4948,1594,57,228.0,4,1438.81
4949,1594,595,227.0,2,3531.17
4950,1594,431,268.0,3,1604.1
4951,1594,80,231.0,4,2726.9
4952,1595,474,164.0,4,378.23
4953,1595,506,189.0,4,337.49
4954,1596,624,107.0,3,879.86
4955,1596,518,105.0,2,2774.95
4956,1596,538,245.0,1,4313.16
4957,1596,409,55.0,1,797.14
4958,1596,185,14.0,1,4681.49
4959,1597,756,51.0,1,2758.55
4960,1597,159,198.0,4,3252.85
4961,1597,868,13.0,1,2578.18
4962,1598,8,18.0,3,1970.72
4963,1598,895,112.0,1,283.02
4964,1598,493,283.0,1,2967.92
4965,1598,622,261.0,1,1158.32
4966,1599,678,23.0,2,3056.99
4967,1599,249,235.0,2,268.98
4968,1599,524,115.0,4,2098.14
4969,1599,998,6.0,1,1724.68
4970,1600,453,111.0,1,3711.69
4971,1600,103,162.0,2,1679.88
4972,1600,451,268.0,1,1819.51
4973,1600,490,113.0,4,3037.35
4974,1601,281,260.0,2,1353.87
4975,1601,551,32.0,1,568.12
4976,1601,316,52.0,3,4757.32
4977,1601,771,165.0,1,4684.23
4978,1601,872,227.0,1,1032.34
4979,1602,333,38.0,3,4104.72
4980,1603,597,228.0,3,4397.79
4981,1604,55,136.0,1,1199.0
4982,1604,366,242.0,3,2586.27
4983,1604,589,118.0,2,172.46
4984,1604,840,152.0,3,3641.86
4985,1604,834,68.0,1,378.65
4986,1605,327,106.0,3,1132.22
4987,1605,890,187.0,1,1807.58
4988,1605,464,75.0,1,3027.03
4989,1605,679,286.0,3,1205.93
4990,1605,793,45.0,1,3567.82
4991,1606,573,83.0,2,4612.74
4992,1606,842,192.0,1,1171.86
4993,1606,876,130.0,2,391.41
4994,1607,254,238.0,4,2192.66
4995,1607,933,241.0,1,1534.46
4996,1607,727,176.0,2,1974.44
4997,1607,761,42.0,4,1815.85
4998,1607,944,58.0,3,1375.29
4999,1608,66,82.0,3,0.0
5000,1608,920,207.0,1,430.77
5001,1608,579,146.0,4,405.44
5002,1608,913,140.0,1,1178.24
5003,1609,396,287.0,1,3540.91
5004,1609,209,65.0,3,4063.76
5005,1609,606,123.0,1,2703.27
5006,1609,995,77.0,1,0.0
5007,1610,985,294.0,2,4847.76
5008,1610,744,59.0,4,1953.13
5009,1610,572,63.0,1,2107.3
5010,1610,615,39.0,3,4950.24
5011,1611,143,142.0,2,3745.7
5012,1612,831,65.0,1,715.42
5013,1612,137,20.0,1,1379.89
5014,1613,922,283.0,1,3639.73
5015,1614,913,8.0,3,2466.7
5016,1614,97,167.0,3,4328.01
5017,1615,651,140.0,2,1416.59
5018,1615,301,179.0,1,3103.07
5019,1616,469,222.0,2,4264.76
5020,1617,144,196.0,3,4077.1
5021,1617,253,34.0,3,3770.46
5022,1617,582,195.0,4,3922.36
5023,1618,649,93.0,2,1812.27
5024,1618,498,47.0,3,1909.36
5025,1618,306,280.0,4,272.66
5026,1618,332,171.0,1,4865.37
5027,1618,352,138.0,1,3656.61
5028,1619,948,72.0,2,4381.27
5029,1619,185,NO_PROMO,4,4557.49
5030,1619,308,33.0,3,3787.39
5031,1620,948,42.0,2,1416.17
5032,1620,383,76.0,3,1497.43
5033,1620,367,234.0,1,616.56
5034,1621,530,32.0,3,2968.74
5035,1621,138,146.0,1,1483.09
5036,1621,250,48.0,3,2502.96
5037,1621,527,191.0,1,306.25
5038,1621,515,274.0,1,345.88
5039,1622,989,43.0,1,474.58
5040,1622,333,221.0,1,4694.68
5041,1622,493,7.0,4,2092.14
5042,1622,498,23.0,4,434.2
5043,1623,688,154.0,3,3172.77
5044,1623,132,208.0,2,3816.88
5045,1623,658,219.0,4,0.0
5046,1623,842,36.0,4,3299.9
5047,1623,382,6.0,2,937.07
5048,1624,35,257.0,1,964.2
5049,1624,443,171.0,2,4885.19
5050,1624,932,70.0,1,3392.64
5051,1624,173,78.0,2,3717.46
5052,1625,414,38.0,3,2427.98
5053,1626,328,205.0,4,0.0
5054,1626,435,72.0,1,1068.74
5055,1626,132,16.0,1,4271.76
5056,1627,238,24.0,4,695.93
5057,1627,382,23.0,3,0.0
5058,1627,871,273.0,1,613.67
5059,1628,215,89.0,1,2900.59
5060,1628,373,59.0,1,2609.26
5061,1628,816,130.0,1,833.7
5062,1629,853,110.0,3,3412.41
5063,1629,312,152.0,1,2527.96
5064,1629,625,135.0,3,0.0
5065,1630,525,27.0,3,2175.52
5066,1630,748,232.0,4,4756.24
5067,1630,652,124.0,3,3144.26
5068,1630,284,90.0,4,2773.23
5069,1630,637,47.0,3,4160.37
5070,1631,705,206.0,1,4986.53
5071,1631,380,249.0,2,2835.47
5072,1631,783,126.0,3,4804.18
5073,1632,63,53.0,4,4584.81
5074,1632,273,127.0,3,3924.64
5075,1632,415,226.0,4,3504.95
5076,1632,797,162.0,2,4622.83
5077,1632,683,208.0,1,1723.42
5078,1633,781,127.0,4,2779.65
5079,1633,158,198.0,2,1052.61
5080,1634,946,243.0,4,796.14
5081,1634,84,214.0,1,3222.72
5082,1634,974,114.0,1,3737.49
5083,1634,332,210.0,2,1101.89
5084,1635,337,295.0,4,3757.96
5085,1635,27,275.0,3,3934.72
5086,1635,151,121.0,2,2849.26
5087,1635,631,39.0,4,3772.65
5088,1635,426,256.0,1,1804.7
5089,1636,104,100.0,3,4489.84
5090,1637,91,106.0,1,1261.97
5091,1637,486,85.0,1,1928.72
5092,1637,794,216.0,1,4717.78
5093,1637,835,9.0,3,4796.68
5094,1638,918,106.0,1,1963.66
5095,1638,121,203.0,1,4897.1
5096,1638,803,226.0,1,2981.16
5097,1638,407,73.0,1,1650.41
5098,1638,767,198.0,4,4957.9
5099,1639,353,55.0,3,1065.32
5100,1639,472,153.0,1,3752.85
5101,1639,12,258.0,1,2007.29
5102,1640,684,196.0,1,948.53
5103,1641,581,13.0,3,487.73
5104,1641,422,56.0,4,1159.77
5105,1641,34,179.0,1,4781.87
5106,1642,29,290.0,1,2036.69
5107,1642,617,41.0,2,0.0
5108,1642,200,110.0,1,1196.54
5109,1642,488,105.0,3,4174.49
5110,1642,980,23.0,2,2690.72
5111,1643,559,36.0,2,488.62
5112,1643,886,37.0,3,2493.44
5113,1643,258,144.0,4,501.15
5114,1643,593,12.0,4,3331.44
5115,1643,49,19.0,2,3297.98
5116,1644,543,213.0,4,4162.43
5117,1644,949,16.0,1,2050.78
5118,1645,898,73.0,4,3031.0
5119,1646,978,168.0,1,1326.19
5120,1647,567,107.0,2,4446.37
5121,1647,327,244.0,1,419.7
5122,1647,580,51.0,1,2454.03
5123,1648,943,246.0,4,1941.68
5124,1648,102,69.0,1,3964.04
5125,1649,597,69.0,2,4634.8
5126,1650,928,266.0,3,0.0
5127,1650,569,273.0,1,1482.17
5128,1650,471,38.0,2,1619.71
5129,1651,219,251.0,3,2408.36
5130,1651,390,36.0,2,4307.92
5131,1651,245,255.0,4,3953.66
5132,1651,309,194.0,4,4854.6
5133,1651,126,77.0,4,4993.84
5134,1652,357,121.0,2,4391.04
5135,1653,943,221.0,2,1128.09
5136,1654,398,176.0,1,2062.27
5137,1654,346,254.0,1,4991.78
5138,1655,915,144.0,1,59.98
5139,1655,499,277.0,1,4674.47
5140,1655,612,183.0,4,1415.79
5141,1656,400,113.0,4,1447.52
5142,1656,60,174.0,1,1877.76
5143,1656,444,205.0,3,1771.95
5144,1656,214,74.0,2,1852.11
5145,1657,460,68.0,1,2305.64
5146,1657,779,195.0,2,0.0
5147,1658,488,140.0,1,3333.52
5148,1659,859,260.0,1,75.21
5149,1660,882,262.0,1,1340.35
5150,1660,456,210.0,1,0.0
5151,1660,419,51.0,4,3017.55
5152,1660,498,208.0,1,0.0
5153,1661,197,82.0,4,3614.57
5154,1661,144,89.0,1,756.98
5155,1662,159,167.0,2,115.2
5156,1662,888,152.0,1,2653.74
5157,1662,33,283.0,1,0.0
5158,1662,275,190.0,3,3046.43
5159,1662,912,177.0,1,3537.43
5160,1663,846,226.0,2,1011.49
5161,1664,169,3.0,4,2980.64
5162,1664,811,184.0,3,1481.88
5163,1665,570,123.0,1,3014.04
5164,1665,30,37.0,1,0.0
5165,1665,25,168.0,2,556.52
5166,1665,249,64.0,2,432.15
5167,1666,780,240.0,1,4652.68
5168,1666,570,65.0,3,4009.34
5169,1666,564,284.0,1,917.67
5170,1666,949,176.0,4,1155.2
5171,1666,510,116.0,4,3230.25
5172,1667,572,49.0,4,3876.89
5173,1667,228,128.0,4,3640.66
5174,1667,954,294.0,1,4119.0
5175,1667,15,176.0,2,4080.89
5176,1668,804,10.0,2,2982.16
5177,1668,558,NO_PROMO,2,973.53
5178,1668,855,25.0,3,3033.58
5179,1668,707,278.0,2,1828.47
5180,1669,16,169.0,3,380.05
5181,1669,431,139.0,3,1240.93
5182,1669,381,162.0,3,4473.72
5183,1669,148,214.0,3,2101.15
5184,1670,71,71.0,2,2959.34
5185,1670,367,99.0,1,3193.34
5186,1670,491,203.0,3,3099.03
5187,1670,303,255.0,2,1541.41
5188,1670,881,4.0,1,1649.39
5189,1671,289,128.0,1,1239.92
5190,1671,179,16.0,1,0.0
5191,1671,281,56.0,1,2299.13
5192,1671,738,203.0,2,1742.94
5193,1671,615,234.0,1,1671.76
5194,1672,867,255.0,4,4644.42
5195,1672,577,188.0,3,123.98
5196,1672,464,113.0,1,1233.85
5197,1673,636,92.0,2,3394.5
5198,1673,954,275.0,1,4249.2
5199,1674,538,71.0,3,1170.48
5200,1674,620,46.0,3,1991.93
5201,1675,162,71.0,1,2452.6
5202,1675,850,237.0,1,180.89
5203,1675,555,123.0,1,4530.6
5204,1675,605,107.0,1,4504.24
5205,1676,880,181.0,1,2011.26
5206,1676,770,118.0,1,4857.32
5207,1676,601,183.0,1,2525.55
5208,1676,8,299.0,1,798.56
5209,1677,109,191.0,4,1234.83
5210,1678,232,31.0,3,3040.77
5211,1678,3,297.0,1,3248.33
5212,1678,664,94.0,2,2179.92
5213,1678,862,143.0,2,1914.04
5214,1678,717,181.0,3,366.75
5215,1679,317,73.0,1,3649.12
5216,1679,233,111.0,1,1463.99
5217,1679,140,239.0,1,460.08
5218,1679,477,192.0,4,3853.48
5219,1679,297,227.0,3,3682.89
5220,1680,802,180.0,1,3093.95
5221,1681,694,41.0,4,3511.53
5222,1681,687,215.0,3,4871.47
5223,1682,349,214.0,1,1755.77
5224,1682,69,283.0,1,181.19
5225,1682,89,37.0,2,2410.11
5226,1682,817,35.0,4,346.38
5227,1683,401,226.0,3,3149.01
5228,1684,396,125.0,3,3181.42
5229,1685,155,182.0,1,3435.58
5230,1685,600,264.0,1,404.48
5231,1686,663,254.0,4,1869.79
5232,1686,86,159.0,1,1466.03
5233,1686,198,125.0,1,248.21
5234,1687,851,275.0,2,3875.9
5235,1687,579,37.0,1,4374.82
5236,1687,213,257.0,1,1335.28
5237,1687,872,245.0,3,1930.95
5238,1688,731,103.0,2,561.24
5239,1688,821,174.0,3,2093.04
5240,1688,918,48.0,1,4600.78
5241,1688,101,198.0,2,0.0
5242,1688,824,149.0,2,860.15
5243,1689,442,188.0,3,4335.7
5244,1689,66,161.0,1,2464.87
5245,1690,226,200.0,1,2470.59
5246,1690,322,133.0,3,3087.3
5247,1690,542,81.0,3,2580.98
5248,1691,286,61.0,4,1475.5
5249,1691,23,2.0,2,2063.64
5250,1692,593,196.0,1,4854.94
5251,1692,547,27.0,2,4300.8
5252,1692,888,213.0,3,3841.28
5253,1692,729,163.0,3,937.65
5254,1693,629,137.0,3,2942.32
5255,1694,75,190.0,1,2898.86
5256,1694,923,149.0,1,970.93
5257,1695,473,3.0,4,4920.63
5258,1695,294,237.0,2,4863.71
5259,1695,879,149.0,1,1899.22
5260,1695,715,271.0,1,2321.83
5261,1696,96,73.0,2,2291.28
5262,1696,793,79.0,1,1005.69
5263,1697,949,32.0,4,3508.65
5264,1698,500,202.0,3,3841.39
5265,1698,202,266.0,3,3169.19
5266,1698,437,70.0,1,71.5
5267,1698,905,25.0,1,183.98
5268,1699,300,129.0,4,4594.62
5269,1699,792,108.0,4,1057.52
5270,1699,434,260.0,3,3394.69
5271,1699,171,43.0,4,3046.0
5272,1699,715,129.0,1,1936.89
5273,1700,940,68.0,2,4458.73
5274,1700,25,143.0,4,4927.59
5275,1700,582,133.0,1,612.94
5276,1700,637,288.0,2,3829.81
5277,1700,953,NO_PROMO,1,1902.29
5278,1701,111,176.0,2,1494.28
5279,1702,733,268.0,1,2727.42
5280,1702,752,18.0,4,2906.53
5281,1702,293,31.0,2,3208.38
5282,1702,279,260.0,1,366.18
5283,1702,349,97.0,1,3451.16
5284,1703,650,244.0,1,1408.48
5285,1703,318,100.0,3,1632.61
5286,1703,44,206.0,4,3213.85
5287,1703,529,249.0,2,1938.09
5288,1703,861,19.0,3,0.0
5289,1704,910,207.0,3,3962.03
5290,1704,919,104.0,4,2659.22
5291,1705,719,264.0,1,2207.86
5292,1705,951,216.0,3,2150.25
5293,1705,116,197.0,1,2865.31
5294,1705,450,103.0,2,2916.76
5295,1706,164,164.0,3,375.08
5296,1706,886,106.0,1,1697.56
5297,1707,195,178.0,2,1814.86
5298,1707,433,189.0,2,2226.67
5299,1707,253,296.0,2,4761.68
5300,1708,789,204.0,4,857.32
5301,1708,676,246.0,1,516.61
5302,1708,344,276.0,4,264.41
5303,1708,834,248.0,2,4648.7
5304,1708,620,103.0,1,71.29
5305,1709,156,236.0,4,1737.81
5306,1710,491,113.0,3,2178.49
5307,1710,262,31.0,2,394.68
5308,1711,328,153.0,1,4380.2
5309,1711,437,278.0,1,0.0
5310,1712,838,288.0,1,0.0
5311,1712,947,4.0,3,669.06
5312,1712,655,85.0,3,3839.35
5313,1712,973,59.0,3,3977.12
5314,1713,900,246.0,4,1497.82
5315,1714,944,31.0,3,1032.18
5316,1714,9,24.0,3,4541.63
5317,1714,848,99.0,1,3595.82
5318,1714,303,26.0,2,2469.86
5319,1714,358,228.0,3,4251.39
5320,1715,97,218.0,4,4179.38
5321,1715,958,243.0,1,3405.39
5322,1715,111,179.0,3,1855.58
5323,1715,791,151.0,3,2043.05
5324,1716,622,120.0,4,3630.98
5325,1717,295,187.0,2,129.58
5326,1717,156,70.0,1,4684.04
5327,1718,699,102.0,2,1021.57
5328,1718,981,38.0,1,679.56
5329,1718,779,6.0,2,1257.19
5330,1718,470,124.0,1,1841.14
5331,1719,52,300.0,1,1706.15
5332,1719,118,49.0,1,4543.97
5333,1719,45,77.0,1,2014.98
5334,1719,430,205.0,1,0.0
5335,1720,574,239.0,4,3602.95
5336,1720,932,104.0,2,3009.47
5337,1720,226,105.0,2,1480.66
5338,1721,504,292.0,1,3020.61
5339,1721,413,196.0,3,2872.17
5340,1721,249,198.0,4,4624.43
5341,1722,696,106.0,1,0.0
5342,1722,94,208.0,3,3478.73
5343,1722,434,158.0,2,773.95
5344,1723,552,85.0,2,1356.15
5345,1723,738,20.0,3,3365.56
